intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1400,0.000381107935211651,0.013388259526261586,0.00035388593983939025,5.4160357987930664e-05,3.4615384615384617,2.0,2.977231150825174,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_224208	ERR1190669_121 length_96836_VirSorter_cat_2,f5f97b5955f4054441254f771b9f8a60,0.014418125643666324,1300,94,334700,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6873734628609528,0.8172011907054743,0.7522873267832135,0.8172011907054743,False,45,85580,830866
1500,0.0004083299305839118,0.015834348355663823,0.00035388593983939025,5.656748500961647e-05,3.6153846153846154,1.0,5.211502980293638,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_271818	ERR1293601_70 length_75974_VirSorter_cat_2,995b8cc29a2003154d2213e67c1a8942,0.018270401948842874,1300,95,333400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6896354560496536,0.8264681090419519,0.7580517825458027,0.8264681090419519,False,47,85627,830866
2500,0.0006805498843065196,0.010878661087866108,0.00035388593983939025,0.00011915278757344746,7.615384615384615,3.0,10.572376645248413,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_420069	SRR4408159_33 length_118326_VirSorter_cat_2,c487abb09ef79ea9e49ffcdba7a1e009,0.02092050209205021,1300,96,332100,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7066165545537407,0.8318159487550577,0.7692162516543992,0.8318159487550577,False,99,85726,830866
8800,0.0023955355927589494,0.009298998569384835,0.00035388593983939025,0.00042124722879501627,26.923076923076923,6.0,43.23898087901265,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_442373	SRR5056856_54 length_135308_VirSorter_cat_2,9e2e68f8b80d139a9cd763c92e1b4816,0.06294706723891273,1300,97,330800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7502562965645224,0.8766139089401471,0.8134351027523348,0.8766139089401471,False,350,86076,830866
1300,0.00035388593983939025,0.07222222222222222,0.00035388593983939025,0.00011193140650839004,7.153846153846154,3.0,7.5431696443884695,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_477752	SRR5106496_1902 length_17317_VirSorter_cat_2,9c71976f3490d26db79028d1928b7f4c,0.07222222222222222,1300,98,329500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6849520306249152,0.8823705257468784,0.7836612781858967,0.8823705257468784,False,93,86169,830866
1400,0.000381107935211651,0.019202363367799114,0.00035388593983939025,0.0007883340996021019,50.38461538461539,41.0,48.76401330984603,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_546192	SRR5580045_256 length_67946_VirSorter_cat_2,f153d48382e30e2c763ebbc19a037b71,0.0206794682422452,1300,99,328200,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6873734628609528,0.8313570593836164,0.7593652611222845,0.8313570593836164,False,655,86824,830866
1200,0.00032666394446712944,0.022556390977443608,0.00032666394446712944,0.00019738441577823621,13.666666666666666,3.0,25.655841873191807,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_11241	ERR209659_269 length_52067_VirSorter_cat_2,371d014bbc6f400a387f587cf295abcb,0.022556390977443608,1200,100,327000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8348035117250584,0.7585748887304571,0.8348035117250584,False,164,86988,830866
1200,0.00032666394446712944,0.03278688524590164,0.00032666394446712944,0.0003261657114384269,22.583333333333332,5.5,33.40274024021915,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_14734	ERR209694_299 length_39652_VirSorter_cat_2,2977888e04468ec5d1c93e91effb7c1a,0.03278688524590164,1200,101,325800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.849804556304612,0.7660754110202339,0.849804556304612,False,271,87259,830866
2200,0.0005988838981897374,0.05042016806722689,0.00032666394446712944,0.00041161872070827305,28.5,5.0,43.618612235298514,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_20872	ERR209225_146 length_23279_VirSorter_cat_2,0bf404c4a8513e1d546e0cb7c1e15873,0.09243697478991597,1200,102,324600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.702328230601583,0.892800774361647,0.7975645024816149,0.892800774361647,False,342,87601,830866
2000,0.0005444399074452157,0.019077901430842606,0.00032666394446712944,5.175323096624486e-05,3.5833333333333335,1.5,3.8828325857405814,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_98877	ERR479518_93 length_65743_VirSorter_cat_2,494ef2e1ea00c70fb1ee7ded7c93dfaa,0.03179650238473768,1200,103,323400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6991478803435628,0.8485642499359977,0.7738560651397802,0.8485642499359977,False,43,87644,830866
16200,0.004409963250306247,0.011776251226692836,0.00032666394446712944,0.00017572027258306393,12.166666666666666,4.0,15.619610181506525,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_110632	ERR525735_125 length_99762_VirSorter_cat_2,7a6665372217206121bed8f094359f28,0.1589793915603533,1200,104,322200,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7723786075439737,0.9161542718596866,0.8442664397018301,0.9161542718596866,False,146,87790,830866
1200,0.00032666394446712944,0.022099447513812154,0.00032666394446712944,2.4071270216858072e-05,1.6666666666666667,1.0,1.1055415967851332,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_123898	ERR525733_241 length_54093_VirSorter_cat_2,094c55e07d5555c777599aaf3393effa,0.022099447513812154,1200,105,321000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8339903391169242,0.75816830242639,0.8339903391169242,False,20,87810,830866
1200,0.00032666394446712944,0.017316017316017316,0.00032666394446712944,0.00014442762130114845,10.0,6.0,15.01110699893027,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_234324	ERR1190594_146 length_70680_VirSorter_cat_2,a796c6a660d1409fcc4428978b2eda76,0.017316017316017316,1200,106,319800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.82435935729204,0.7533528115139478,0.82435935729204,False,120,87930,830866
2300,0.0006261058935619981,0.0547945205479452,0.00032666394446712944,0.00019377372524570749,13.416666666666666,2.5,22.761291459161296,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_360717	SRR1215972_168 length_19952_VirSorter_cat_2,0dd02d86bcc84934af7e30e512ef77c9,0.1050228310502283,1200,107,318600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7038164588524672,0.8982442853889485,0.8010303721207079,0.8982442853889485,False,161,88091,830866
4400,0.0011977677963794747,0.019230769230769232,0.00032666394446712944,0.00018053452662643554,12.5,11.0,10.641898326896381,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_495090	SRR5127509_66 length_60533_VirFinder_VirSorter_cat_2,1f210f842a159b24136764bf8e2d1385,0.07051282051282051,1200,108,317400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7258968089638207,0.8813646407715681,0.8036307248676944,0.8813646407715681,False,150,88241,830866
1200,0.00032666394446712944,0.02857142857142857,0.00032666394446712944,5.5363921498773567e-05,3.8333333333333335,4.0,1.9075871903765995,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_535349	SRR6028384_77 length_42585_VirSorter_cat_2,c6ba72ec041afab65a393db47a701daa,0.02857142857142857,1200,109,316200,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8442536565172332,0.7632999611265445,0.8442536565172332,False,46,88287,830866
2800,0.000762215870423302,0.02608695652173913,0.00032666394446712944,0.00038032606942635757,26.333333333333332,3.5,72.75109773894977,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_540080	SRR5275409_354 length_43547_VirSorter_cat_2,2ac70daf8a356c92901051022a511166,0.06086956521739131,1200,110,315000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.71044019237243,0.8752140789261387,0.7928271356492843,0.8752140789261387,False,316,88603,830866
3300,0.0008983258472846059,0.1134020618556701,0.0002994419490948687,8.304588224816035e-05,6.2727272727272725,4.0,6.607033567493317,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_111515	ERR525830_494 length_13317_VirSorter_cat_2,e317499b91464d5aad44797bdeb24ceb,0.3402061855670103,1100,111,313900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7160204457013511,0.9499527619766941,0.8329866038390226,0.9499527619766941,False,69,88672,830866
1100,0.0002994419490948687,0.010251630941286114,0.0002994419490948687,4.4531849901187436e-05,3.3636363636363638,3.0,1.7200807207658635,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_122690	ERR525925_96 length_105063_VirSorter_cat_2,905078414c8108bac0a87ce8d8b75ae9,0.010251630941286114,1100,112,312800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.8040366684443216,0.7417807752529046,0.8040366684443216,False,37,88709,830866
1100,0.0002994419490948687,0.05670103092783505,0.0002994419490948687,8.304588224816035e-05,6.2727272727272725,5.0,7.324813483084978,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_122822	ERR525991_1098 length_18770_VirFinder,7f4900ff005e3c5a796d4f398d28231d,0.05670103092783505,1100,113,311700,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.872262472888503,0.7758936774749953,0.872262472888503,False,69,88778,830866
1200,0.00032666394446712944,0.010128913443830571,0.0002994419490948687,6.37888660746739e-05,4.818181818181818,4.0,4.549089455707929,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_130257	ERR589732_54 length_108412_VirSorter_cat_2,e39d340785384449a14c74a4edced9a2,0.011049723756906077,1100,114,310600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8069121560775412,0.7446292109066985,0.8069121560775412,False,53,88831,830866
2600,0.0007077718796787805,0.039285714285714285,0.0002994419490948687,7.943519171563164e-05,6.0,4.0,6.809084840390548,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_185442	ERR912087_1554 length_29809_VirSorter_cat_2,307f05d86c845a7754f9072e71ba07a4,0.09285714285714286,1100,115,309500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7079375022388491,0.8929936042323358,0.8004655532355924,0.8929936042323358,False,66,88897,830866
9000,0.002449979583503471,0.015406162464985995,0.0002994419490948687,4.573541341203034e-05,3.4545454545454546,1.0,3.367319850445843,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_225007	ERR1190715_202 length_68218_VirSorter_cat_2,886e0d9be387a0ae37b8c5d0fae0574d,0.12605042016806722,1100,116,308400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.751059602578095,0.9060846562682091,0.8285721294231521,0.9060846562682091,False,38,88935,830866
1900,0.000517217912072955,0.016516516516516516,0.0002994419490948687,3.36997783036013e-05,2.5454545454545454,2.0,2.2305171175245997,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_278153	ERR1293897_118 length_62271_VirSorter_cat_2,f1248896a1f6fbba5fa269b7e18c572e,0.028528528528528527,1100,117,307300,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6974422690564885,0.8441932491177623,0.7708177590871255,0.8441932491177623,False,28,88963,830866
1300,0.00035388593983939025,0.024774774774774775,0.0002994419490948687,4.9346103944559054e-05,3.727272727272727,3.0,1.9582417480489105,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_280072	ERR1305877_683 length_47984_VirSorter_cat_2,72b8b9d2a8a99af8c894ecd56789a4e3,0.02927927927927928,1100,118,306200,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6849520306249152,0.8452381013910774,0.7650950660079963,0.8452381013910774,False,41,89004,830866
1100,0.0002994419490948687,0.02546296296296296,0.0002994419490948687,9.147082682406068e-05,6.909090909090909,2.0,10.924988416507654,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_292828	ERR1620377_246 length_45718_VirSorter_cat_2,681d3519c6742c9da694af4a6362a708,0.02546296296296296,1100,119,305100,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.8396357115983193,0.7595802968299035,0.8396357115983193,False,76,89080,830866
2800,0.000762215870423302,0.02558139534883721,0.0002994419490948687,3.0089087771072592e-05,2.272727272727273,1.0,2.7990553306073913,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_307995	ERR2013605_424 length_43943_VirSorter_cat_2,502850b2e9d8fc13e69e060af633128b,0.06511627906976744,1100,120,304000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.71044019237243,0.8780293379727405,0.7942347651725852,0.8780293379727405,False,25,89105,830866
4100,0.0011161018102626922,0.04296875,0.0002994419490948687,2.7681960749386783e-05,2.090909090909091,2.0,1.083306844346635,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_557430	SRR5558329_627 length_25051_VirSorter_cat_2,2eaaf928564a61508f8ad6d7ecf8b524,0.16015625,1100,121,302900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7234599054222218,0.916476086992865,0.8199679962075435,0.916476086992865,False,23,89128,830866
1500,0.0004083299305839118,0.01079913606911447,0.00027221995372260786,8.545300926984616e-05,7.1,7.0,3.8327535793473597,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_15339	ERR209824_2-Pro length_214700_VirSorter_cat_5,f769fa06d06d7c642ab6cc6c59956f82,0.016198704103671708,1000,122,301900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6896354560496536,0.8217451619278561,0.7556903089887548,0.8217451619278561,False,71,89199,830866
1400,0.000381107935211651,0.007686395080707148,0.00027221995372260786,0.0001323919861927194,11.0,4.5,13.152946437965905,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_20795	ERR209606_30 length_129224_VirSorter_cat_2,bcf93191105cddee2ca8df3d65c28b09,0.010760953112990008,1000,123,300900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6873734628609528,0.8058952696797508,0.7466343662703518,0.8058952696797508,False,110,89309,830866
1200,0.00032666394446712944,0.012836970474967908,0.00027221995372260786,2.1664143195172267e-05,1.8,2.0,0.7483314773547883,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_35243	ERR321455_7 length_76974_VirSorter_cat_2,8a07c9d5b4370e7ce6bffca702d9a7c5,0.01540436456996149,1000,124,299900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8197800085645403,0.751063137150198,0.8197800085645403,False,18,89327,830866
1000,0.00027221995372260786,0.006648936170212766,0.00027221995372260786,3.971759585781582e-05,3.3,2.0,3.7696153649941526,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_38177	ERR321562_58 length_150957_VirSorter_cat_2,afb29ec1970763fe54b6c5be50d63538,0.006648936170212766,1000,125,298900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.787628697855642,0.7320382449878291,0.787628697855642,False,33,89360,830866
1100,0.0002994419490948687,0.026525198938992044,0.00027221995372260786,7.221381065057422e-05,6.0,2.0,6.099180272790763,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_132600	ERR589763_762 length_36456_VirSorter_cat_2,975839b6c61b357361f1775d22405f86,0.029177718832891247,1000,126,297900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.8450982578650109,0.7623115699632492,0.8450982578650109,False,60,89420,830866
1000,0.00027221995372260786,0.010090817356205853,0.00027221995372260786,6.37888660746739e-05,5.3,1.0,7.694803441284254,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_194692	ERR912201_89-Pro length_138902_VirSorter_cat_4,4a287d0c625de4646df7e32f9afd0ff9,0.010090817356205853,1000,127,296900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.8034315343313109,0.7399396632256636,0.8034315343313109,False,53,89473,830866
2900,0.0007894378657955628,0.011148272017837236,0.00027221995372260786,6.37888660746739e-05,5.3,4.5,4.050925820105819,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_217975	ERR1018185_74 length_91314_VirSorter_cat_2,2b8c56c4c3de69224b10a3102e480420,0.032329988851727984,1000,128,295900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7116283411841626,0.8492368601294757,0.7804326006568192,0.8492368601294757,False,53,89526,830866
1000,0.00027221995372260786,0.08547008547008547,0.00027221995372260786,0.00011554209704091876,9.6,4.5,12.515590277729611,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_228107	ERR1190756_2027 length_11230_VirFinder,e59cc912b55b4fae43740a19054f6626,0.08547008547008547,1000,129,294900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.889475533478301,0.7829616627991587,0.889475533478301,False,96,89622,830866
1200,0.00032666394446712944,0.018484288354898338,0.00027221995372260786,6.73995566072026e-05,5.6,3.5,6.216108107168021,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_240389	ERR1190769_261 length_51265_VirSorter_cat_2,558436bb21954519b0dd6f6af5bebacb,0.022181146025878003,1000,130,293900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8341368976413742,0.758241581688615,0.8341368976413742,False,56,89678,830866
1200,0.00032666394446712944,0.01953125,0.00027221995372260786,0.00015766681992042037,13.1,8.5,12.660568707605515,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_243250	ERR1190937_198 length_51371_VirSorter_cat_2,8e340f77a03165d71490634c10df8f15,0.0234375,1000,131,292900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8363281748336453,0.7593372202847506,0.8363281748336453,False,131,89809,830866
1100,0.0002994419490948687,0.006839945280437756,0.00027221995372260786,0.00016729532800716362,13.9,6.0,20.171514568817088,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_307643	ERR1912954_29 length_140458_VirSorter_cat_2,6538e977cf7cae8c7c39191909f900ec,0.007523939808481532,1000,132,291900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.7922793711805615,0.7359021266210245,0.7922793711805615,False,139,89948,830866
1000,0.00027221995372260786,0.010604453870625663,0.00027221995372260786,3.851403234697292e-05,3.2,1.0,3.944616584663204,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_424282	SRR4305115_36 length_90225_VirSorter_cat_2,f04675ae41a28edf371dc88a5e30eb68,0.010604453870625663,1000,133,290900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.8053332562846792,0.7408905242023478,0.8053332562846792,False,32,89980,830866
1000,0.00027221995372260786,0.018281535648994516,0.00027221995372260786,9.026726331321777e-05,7.5,2.0,9.922197337283713,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_433466	SRR5024282_553 length_52951_VirFinder_VirSorter_cat_2,447cd565dd059739548ec7690e622448,0.018281535648994516,1000,134,289900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.826492084793585,0.7514699384568007,0.826492084793585,False,75,90055,830866
1100,0.0002994419490948687,0.014705882352941176,0.00027221995372260786,0.00020219866982160782,16.8,2.0,25.348767228407777,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_545539	SRR5580332_261 length_66213_VirSorter_cat_2,743762a4bad4fac39c6fac6ff2aadc31,0.016176470588235296,1000,135,288900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.8216914179585418,0.7506081500100147,0.8216914179585418,False,168,90223,830866
27000,0.007349938750510413,0.006598240469208211,0.0002449979583503471,3.24962147927584e-05,3.0,2.0,2.494438257849294,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,ivig_3353	VIRSorter__12718_7_37_4_gene_41_gene_194-48797-183024-cat_5,9ddd7f2e360b816e185a0b7e91ca74fc,0.19794721407624633,900,136,288000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7913971152237899,0.925768398959404,0.8585827570915969,0.925768398959404,False,27,90250,830866
1200,0.00032666394446712944,0.017341040462427744,0.0002449979583503471,0.0001961808522673933,18.11111111111111,3.0,36.4247914489399,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_4437	ERR011124_23 length_55648_VirSorter_cat_2,3f477df1f47f4afd59d4392a6bfe8e6e,0.023121387283236993,900,137,287100,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6823462657358558,0.8357875536359574,0.7590669096859066,0.8357875536359574,False,163,90413,830866
17300,0.004709405199401116,0.009782608695652175,0.0002449979583503471,8.304588224816035e-05,7.666666666666667,2.0,8.69226987360353,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_35249	ERR321455_4 length_88874_VirSorter_cat_1,10edad935943936a3f628ccf4e962261,0.18804347826086956,900,138,286200,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7747986582275598,0.9235084430561817,0.8491535506418708,0.9235084430561817,False,69,90482,830866
2700,0.0007349938750510413,0.01002227171492205,0.0002449979583503471,0.0002984837506890401,27.555555555555557,3.0,66.65685112926606,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_88176	ERR414316_122 length_90787_VirSorter_cat_2,6d37514710fca4a5f28e2458db1d006b,0.030066815144766147,900,139,285300,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7092109220468942,0.8463070773596214,0.7777589997032578,0.8463070773596214,False,248,90730,830866
7200,0.001959983666802777,0.018255578093306288,0.0002449979583503471,2.7681960749386783e-05,2.5555555555555554,2.0,1.3425606637327303,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_112055	ERR525905_353 length_48407_VirSorter_cat_2,abe76ed3ed8a0c3fa2f64f0c3810f010,0.1460446247464503,900,140,284400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7431211818774591,0.9124595036710311,0.8277903427742451,0.9124595036710311,False,23,90753,830866
1100,0.0002994419490948687,0.016885553470919325,0.0002449979583503471,0.0002695982264288104,24.88888888888889,5.0,36.28726267023686,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_183782	ERR912047_410 length_50973_VirSorter_cat_2,df49ba63eedee506606110cfb02e2008,0.020637898686679174,900,141,283500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6795248820614875,0.8312774030388318,0.7554011425501597,0.8312774030388318,False,224,90977,830866
1000,0.00027221995372260786,0.009278350515463918,0.0002449979583503471,0.00012517060512766198,11.555555555555555,4.0,18.529922414607086,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_233849	ERR1190635_105 length_98478_VirSorter_cat_2,298e1dacdd674a8552cd846c6b4ec9de,0.010309278350515464,900,142,282600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.6764477921200163,0.8042513937135933,0.7403495929168048,0.8042513937135933,False,104,91081,830866
